# T  Lambda(T,Z)
0.2  3.66643e-24
0.274372  5.07991e-24
0.348744  6.31187e-24
0.423116  7.51709e-24
0.497487  8.4624e-24
0.571859  9.18817e-24
0.646231  9.61199e-24
0.720603  9.76784e-24
0.794975  9.63917e-24
0.869347  9.47142e-24
0.943719  8.96054e-24
1.01809  8.44966e-24
1.09246  7.9477e-24
1.16683  7.52601e-24
1.24121  7.10473e-24
1.31558  6.68304e-24
1.38995  6.3484e-24
1.46432  6.19382e-24
1.53869  6.03881e-24
1.61307  5.88423e-24
1.68744  5.72965e-24
1.76181  5.64047e-24
1.83618  5.60055e-24
1.91055  5.56063e-24
1.98492  5.52071e-24
2.0593  5.48122e-24
2.13367  5.4413e-24
2.20804  5.41879e-24
2.28241  5.40903e-24
2.35678  5.39926e-24
2.43116  5.38949e-24
2.50553  5.3793e-24
2.5799  5.36953e-24
2.65427  5.35976e-24
2.72864  5.35042e-24
2.80302  5.34532e-24
2.87739  5.34023e-24
2.95176  5.33556e-24
3.02613  5.33046e-24
3.1005  5.32579e-24
3.17487  5.32069e-24
3.24925  5.3156e-24
3.32362  5.31093e-24
3.39799  5.30583e-24
3.47236  5.30073e-24
3.54673  5.29521e-24
3.62111  5.29012e-24
3.69548  5.2846e-24
3.76985  5.2795e-24
3.84422  5.27398e-24
3.91859  5.26888e-24
3.99296  5.26336e-24
4.06734  5.25827e-24
4.14171  5.25275e-24
4.21608  5.24723e-24
4.29045  5.24213e-24
4.36482  5.23618e-24
4.4392  5.22981e-24
4.51357  5.22387e-24
4.58794  5.2175e-24
4.66231  5.21113e-24
4.73668  5.20518e-24
4.81106  5.19881e-24
4.88543  5.19244e-24
4.9598  5.18607e-24
5.03417  5.18013e-24
5.10854  5.17376e-24
5.18291  5.16739e-24
5.25729  5.16144e-24
5.33166  5.15507e-24
5.40603  5.1487e-24
5.4804  5.14233e-24
5.55477  5.13554e-24
5.62915  5.12874e-24
5.70352  5.12195e-24
5.77789  5.11558e-24
5.85226  5.10878e-24
5.92663  5.10199e-24
6.00101  5.09519e-24
6.07538  5.0884e-24
6.14975  5.08203e-24
6.22412  5.07523e-24
6.29849  5.06844e-24
6.37286  5.06164e-24
6.44724  5.05485e-24
6.52161  5.04848e-24
6.59598  5.04169e-24
6.67035  5.03489e-24
6.74472  5.0281e-24
6.8191  5.0213e-24
6.89347  5.01493e-24
6.96784  5.00856e-24
7.04221  5.00219e-24
7.11658  4.99582e-24
7.19095  4.98945e-24
7.26533  4.98308e-24
7.3397  4.97671e-24
7.41407  4.97034e-24
7.48844  4.96397e-24
7.56281  4.9576e-24
7.63719  4.95123e-24
7.71156  4.94486e-24
7.78593  4.93849e-24
7.8603  4.93212e-24
7.93467  4.92575e-24
8.00905  4.91938e-24
8.08342  4.91301e-24
8.15779  4.90664e-24
8.23216  4.90027e-24
8.30653  4.8939e-24
8.3809  4.88753e-24
8.45528  4.88116e-24
8.52965  4.87479e-24
8.60402  4.86842e-24
8.67839  4.86247e-24
8.75276  4.85653e-24
8.82714  4.85058e-24
8.90151  4.84506e-24
8.97588  4.83912e-24
9.05025  4.83317e-24
9.12462  4.82765e-24
9.19899  4.82171e-24
9.27337  4.81576e-24
9.34774  4.80982e-24
9.42211  4.80429e-24
9.49648  4.79835e-24
9.57085  4.7924e-24
9.64523  4.78688e-24
9.7196  4.78094e-24
9.79397  4.77499e-24
9.86834  4.76947e-24
9.94271  4.76353e-24
10.0171  4.75758e-24
10.0915  4.75206e-24
10.1658  4.74611e-24
10.2402  4.74017e-24
10.3146  4.73422e-24
10.3889  4.7287e-24
10.4633  4.72276e-24
10.5377  4.71681e-24
10.6121  4.71129e-24
10.6864  4.70535e-24
10.7608  4.6994e-24
10.8352  4.69388e-24
10.9095  4.68751e-24
10.9839  4.68114e-24
11.0583  4.67477e-24
11.1327  4.66882e-24
11.207  4.66245e-24
11.2814  4.65608e-24
11.3558  4.64971e-24
11.4302  4.64334e-24
11.5045  4.6374e-24
11.5789  4.63103e-24
11.6533  4.62466e-24
11.7276  4.61829e-24
11.802  4.61192e-24
11.8764  4.60597e-24
11.9508  4.5996e-24
12.0251  4.59323e-24
12.0995  4.58686e-24
12.1739  4.58049e-24
12.2482  4.57455e-24
12.3226  4.56818e-24
12.397  4.56181e-24
12.4714  4.55544e-24
12.5457  4.54949e-24
12.6201  4.54312e-24
12.6945  4.53675e-24
12.7688  4.53038e-24
12.8432  4.52401e-24
12.9176  4.51807e-24
12.992  4.5117e-24
13.0663  4.50533e-24
13.1407  4.49896e-24
13.2151  4.49259e-24
13.2894  4.48664e-24
13.3638  4.48027e-24
13.4382  4.4739e-24
13.5126  4.46753e-24
13.5869  4.46116e-24
13.6613  4.45522e-24
13.7357  4.45139e-24
13.8101  4.44715e-24
13.8844  4.44332e-24
13.9588  4.4395e-24
14.0332  4.43526e-24
14.1075  4.43143e-24
14.1819  4.42761e-24
14.2563  4.42337e-24
14.3307  4.41954e-24
14.405  4.41572e-24
14.4794  4.4119e-24
14.5538  4.40765e-24
14.6281  4.40383e-24
14.7025  4.40001e-24
14.7769  4.39576e-24
14.8513  4.39194e-24
14.9256  4.38812e-24
15  4.38387e-24
